Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After,Country Code,Continent
http://dlut.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://nsysu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://uniport.edu.ng,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ng,Africa
https://jhmi.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,265,265,unknown,Unknown
http://nku.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://holycross.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://aub.edu.lb,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://xavier.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://mdp.edu.ar,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ar,South America
http://catholic.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://tp.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://valpo.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://fgcu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://ccsu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://hope.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://lafayette.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://andrews.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://deu.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tr,Unknown
https://swri.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,290,290,unknown,Unknown
http://sbc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://uwstout.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://depauw.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://cua.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,290,290,unknown,Unknown
https://udea.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,296,296,co,South America
http://wcupa.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://calarts.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://carnegiescience.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://nyit.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://liu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://rider.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://fresnostate.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://nwu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://ukans.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://ewu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://af.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://cwu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://scut.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,304,304,cn,Asia
http://ship.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://mercer.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://tntech.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://regent.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://cpp.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://wtamu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,327,327,unknown,Unknown
http://nis.edu.kz,Non-Compliant - No Consent Mechanism,No Granular Options Found,342,342,kz,Unknown
http://cqu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://uno.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://uprm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://javeriana.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,co,South America
http://uams.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://apu.edu,Compliant,No Granular Options Found,344,351,unknown,Unknown
http://unheval.edu.pe,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pe,Unknown
http://upd.edu.ph,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ph,Unknown
http://usq.edu.au,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,au,Oceania
http://westga.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://purdueglobal.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://fuller.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://drew.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://uwosh.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://stamford.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://fairfield.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://cortland.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://sva.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://nam.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://umsystem.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,377,377,unknown,Unknown
http://wiu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://shu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://fcu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://philadelphia.edu.jo,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,jo,Asia
http://augusta.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://samford.edu,Compliant,Granular Consent Evaluated,388,0,unknown,Unknown
http://anadolu.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://iom.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://internet2.edu,Compliant,No Granular Options Found,391,396,unknown,Unknown
http://pacificu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://whitman.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://conncoll.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://claremont.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://hws.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://tamucc.edu,Compliant,No Granular Options Found,407,408,unknown,Unknown
http://ilstu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://acu.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://upr.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,406,406,unknown,Unknown
https://esade.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,403,403,unknown,Unknown
http://bond.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://southalabama.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://latech.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://sa.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania
http://pcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,412,412,unknown,Unknown
http://hartford.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://newpaltz.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://uis.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://hec.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,422,422,unknown,Unknown
http://berry.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://nae.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,429,429,unknown,Unknown
https://cgu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,428,428,unknown,Unknown
http://drake.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://uww.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ncat.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://esf.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,427,427,unknown,Unknown
http://www.edu.ru,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ru,Unknown
https://juilliard.edu,Compliant,Granular Consent Evaluated,423,426,unknown,Unknown
http://noao.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://nyfa.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://amity.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://buffalostate.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://aau.edu.jo,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,jo,Asia
http://norwich.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,459,459,unknown,Unknown
https://nchu.edu.tw,Non-Compliant - No Consent Mechanism,No Granular Options Found,444,444,tw,Unknown
http://cqu.edu.au,Compliant,Granular Consent Evaluated,456,467,au,Oceania
http://sacredheart.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,466,466,unknown,Unknown
http://cod.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://udg.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,482,482,unknown,Unknown
http://devry.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,527,527,unknown,Unknown
http://zzu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://rollins.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,526,526,unknown,Unknown
http://scranton.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://truman.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://iris.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,539,539,unknown,Unknown
https://cps.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,564,564,unknown,Unknown
http://hampshire.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://sju.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://byui.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,547,547,unknown,Unknown
http://saic.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://mdc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://wou.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://quinnipiac.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,555,555,unknown,Unknown
http://twu.edu,Compliant,No Granular Options Found,566,568,unknown,Unknown
http://ysu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,569,569,unknown,Unknown
https://belmont.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,568,568,unknown,Unknown
http://uestc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://pitzer.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://ric.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,571,571,unknown,Unknown
http://aces.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,580,580,unknown,Unknown
http://ciachef.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,589,589,unknown,Unknown
http://csupomona.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://cordonbleu.edu,Compliant,Granular Consent Evaluated,590,597,unknown,Unknown
http://valdosta.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://spu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://nwpu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,598,598,cn,Asia
http://opencolleges.edu.au,Compliant,Granular Consent Evaluated,642,644,au,Oceania
http://widener.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://stockton.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,630,630,unknown,Unknown
https://stonybrookmedicine.edu,Compliant,No Granular Options Found,632,631,unknown,Unknown
https://upstate.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,641,641,unknown,Unknown
https://bfsu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,633,633,cn,Asia
http://elmhurst.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://artcenter.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://famu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,638,638,unknown,Unknown
http://troy.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://plymouth.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://www.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,633,633,cn,Asia
https://ehl.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,634,634,unknown,Unknown
https://sunypress.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,638,638,unknown,Unknown
http://siena.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://mu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://us.edu.pl,Compliant,Granular Consent Evaluated,658,660,pl,Europe
http://uvu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,669,669,unknown,Unknown
http://stkate.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://jwu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://umc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,690,690,unknown,Unknown
https://ccnu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,686,686,cn,Asia
http://newhaven.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://csufresno.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,689,689,unknown,Unknown
http://ctc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://une.edu,Compliant,Granular Consent Evaluated,30,65,unknown,Unknown
http://nche.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://window.edu.ru,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ru,Unknown
http://umw.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,120,120,unknown,Unknown
https://acu.edu,Compliant,Granular Consent Evaluated,136,143,unknown,Unknown
http://ttuhsc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://neu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,137,137,cn,Asia
http://campbell.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://utsystem.edu,Compliant,No Granular Options Found,161,160,unknown,Unknown
http://xidian.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://wabash.edu,Compliant,No Granular Options Found,166,165,unknown,Unknown
https://utrgv.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,165,165,unknown,Unknown
https://salisbury.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,191,191,unknown,Unknown
https://uchastings.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,174,174,unknown,Unknown
https://iwu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,193,193,unknown,Unknown
http://rose-hulman.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://szu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,189,189,cn,Asia
http://ncl.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://ung.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,239,239,unknown,Unknown
http://suda.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://ug.edu.pl,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,216,216,pl,Europe
https://murraystate.edu,Compliant,No Granular Options Found,227,233,unknown,Unknown
https://espol.edu.ec,Compliant,Granular Consent Evaluated,232,233,ec,Unknown
https://hccs.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,238,238,unknown,Unknown
http://lawrence.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://tn.edu.tw,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,229,229,tw,Unknown
http://canisius.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://usc.edu.au,Compliant,Granular Consent Evaluated,252,254,au,Oceania
http://umuc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://csueastbay.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://ustb.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,311,311,cn,Asia
https://sbu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,311,311,unknown,Unknown
http://winthrop.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://denison.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,339,339,unknown,Unknown
http://nvcc.edu,Compliant,No Granular Options Found,340,339,unknown,Unknown
http://sutd.edu.sg,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,350,350,sg,Unknown
http://cdu.edu.au,Compliant,No Granular Options Found,357,360,au,Oceania
https://polytechnique.edu,Compliant,No Granular Options Found,348,350,unknown,Unknown
http://clcillinois.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://uwex.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://uclawsf.edu,Compliant,Granular Consent Evaluated,345,344,unknown,Unknown
https://excelsior.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,373,373,unknown,Unknown
https://tuskegee.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,358,358,unknown,Unknown
http://wooster.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,370,370,unknown,Unknown
http://cedarville.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://hamline.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,369,369,unknown,Unknown
https://ozyegin.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,371,371,tr,Unknown
https://cooper.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,370,370,unknown,Unknown
http://capella.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,418,418,unknown,Unknown
https://kettering.edu,Compliant,Granular Consent Evaluated,401,402,unknown,Unknown
http://champlain.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://ifes.edu.br,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,406,406,br,South America
https://tarleton.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,415,415,unknown,Unknown
http://utn.edu.ar,Non-Compliant - No Consent Mechanism,No Granular Options Found,409,409,ar,South America
http://frostburg.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://sae.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,402,402,unknown,Unknown
http://touro.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,403,403,unknown,Unknown
http://fju.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://alexu.edu.eg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://tlu.edu.vn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,412,412,vn,Unknown
https://mbl.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,407,407,unknown,Unknown
http://oneonta.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://nenu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://plu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://erciyes.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tr,Unknown
http://lsuhsc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://tnstate.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,410,410,unknown,Unknown
http://wpunj.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://urosario.edu.co,Compliant,Granular Consent Evaluated,419,417,co,South America
http://academyart.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://uindy.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://setonhill.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://ouhsc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,443,443,unknown,Unknown
http://uws.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania
http://beloit.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://dri.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,445,445,unknown,Unknown
https://emporia.edu,Compliant,No Granular Options Found,458,457,unknown,Unknown
https://jnu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,445,445,cn,Asia
http://cug.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://angelo.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,456,456,unknown,Unknown
http://hamptonu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://comillas.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,451,451,unknown,Unknown
http://millersville.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://northpark.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://poly.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,447,447,unknown,Unknown
http://armywarcollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://nccu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://mimuw.edu.pl,Non-Compliant - No Consent Mechanism,No Granular Options Found,450,450,pl,Europe
http://lonestar.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://cdgdc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://cuw.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,478,478,unknown,Unknown
http://semo.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://gustavus.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://lemoyne.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,487,487,unknown,Unknown
http://southwestern.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://cedars-sinai.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,504,504,unknown,Unknown
http://suu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://njau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://kctcs.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
https://univalle.edu.co,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,492,492,co,South America
http://mpm.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://baskent.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tr,Unknown
https://pwr.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,505,505,pl,Europe
http://txst.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://unifei.edu.br,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,br,South America
http://charleston.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://moe.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://scnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://ramapo.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://smccd.edu,Compliant,No Granular Options Found,518,516,unknown,Unknown
http://school-collection.edu.ru,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ru,Unknown
http://lesley.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,524,524,unknown,Unknown
http://artinstitutes.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,514,514,unknown,Unknown
