Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After,Country Code,Continent
https://bau.edu.bd,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,60,60,bd,Unknown
https://greensboro.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,63,63,unknown,Unknown
http://sacap.edu.za,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,za,Africa
http://ssc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://po.edu.pl,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,74,74,pl,Europe
http://psgtech.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://worldwide.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://luz.edu.ve,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,73,73,ve,Unknown
https://usb.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,76,76,co,South America
https://chipola.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,82,82,unknown,Unknown
http://yeniyuzyil.edu.tr,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tr,Unknown
https://unvm.edu.ar,Compliant,Granular Consent Evaluated,95,100,ar,South America
http://bscc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://unipiloto.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,co,South America
http://southmountaincc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,111,111,unknown,Unknown
http://ihu.edu.gr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,gr,Unknown
http://ucas.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://sdwu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://zhzhu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://buk.edu.ng,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ng,Africa
https://montessori.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,111,111,unknown,Unknown
http://vgcc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://cit.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania
http://hchc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://clinton.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://tnnua.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tw,Unknown
http://gyctcm.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://gdpa.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://sjzpc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://ltcc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://uttc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://csmu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://amc.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,145,145,au,Oceania
https://phanphoi.edu.vn,Compliant,Granular Consent Evaluated,143,144,vn,Unknown
http://ortn.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://mchs.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,165,165,unknown,Unknown
http://nnvtu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://laniertech.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://wheatonma.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,158,158,unknown,Unknown
http://barclaycollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://utaipei.edu.tw,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,158,158,tw,Unknown
http://ynutcm.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://vcccd.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,164,164,unknown,Unknown
http://alamancecc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ucontinental.edu.pe,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pe,Unknown
http://iqra.edu.pk,Non-Compliant - No Consent Mechanism,No Granular Options Found,159,159,pk,Unknown
http://unimet.edu.ve,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ve,Unknown
http://unisza.edu.my,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,my,Asia
http://bnb.education,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://ah.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://imfec.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://saurashtrauniversity.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://unju.edu.ar,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ar,South America
https://msuiit.edu.ph,Non-Compliant - No Consent Mechanism,No Granular Options Found,165,165,ph,Unknown
http://scarabelli-ghini.edu.it,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,it,Europe
https://dlou.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,160,160,cn,Asia
http://kname.edu.ua,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,ua,Unknown
http://bsmu.edu.ua,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,168,168,ua,Unknown
http://woodward.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://nr.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://uofs.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://tjipe.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://gdfs.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://endeavour.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania
http://uds.edu.gh,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,gh,Unknown
http://nes.edu.vn,Compliant,Granular Consent Evaluated,209,218,vn,Unknown
http://frc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://mcny.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://villa.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,210,210,unknown,Unknown
https://aviationmaintenance.edu,Compliant,Granular Consent Evaluated,216,215,unknown,Unknown
http://ylsy.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://ifg.edu.br,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,br,South America
http://manor.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://vanlanguni.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,vn,Unknown
http://calaero.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://pirireis.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tr,Unknown
http://ictmumbai.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,in,Asia
http://researchdata.edu.au,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,au,Oceania
http://cityvision.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://clu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://wdt.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,260,260,unknown,Unknown
http://westwood.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://ccu.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,259,259,cn,Asia
http://thithptquocgia.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,vn,Unknown
http://bacalaureat.edu.ro,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,ro,Unknown
http://tu.edu.iq,Non-Compliant - No Consent Mechanism,No Granular Options Found,262,262,iq,Unknown
http://bths.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,263,263,unknown,Unknown
http://aib.edu.au,Compliant,Granular Consent Evaluated,268,272,au,Oceania
http://uthouston.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://longy.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,286,286,unknown,Unknown
http://acs.edu.au,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,au,Oceania
http://hadley.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,288,288,unknown,Unknown
http://blair.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://nuol.edu.la,Non-Compliant - No Consent Mechanism,No Granular Options Found,282,282,la,Unknown
http://firn.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://luguniv.edu.ua,Compliant,Granular Consent Evaluated,282,282,ua,Unknown
http://zepc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://humanities.edu.ru,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ru,Unknown
http://lsbf.edu.sg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,sg,Unknown
https://unibe.edu.do,Compliant,Granular Consent Evaluated,308,310,do,Unknown
http://itm.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://crimea.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://evergladesuniversity.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://uwest.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,304,304,unknown,Unknown
http://chabad.edu,Compliant,Granular Consent Evaluated,308,307,unknown,Unknown
http://jarvis.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://miller-motte.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://ceaie.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://uvsc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://tanta.edu.eg,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,eg,Africa
http://dntu.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
http://hrbcu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://wtc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://mainemedia.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://neduet.edu.pk,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://artuklu.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://northwestcareercollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://duhocphap.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://eccu.edu,Compliant,Error in Granular Consent Evaluation,328,0,unknown,Unknown
http://fatih.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tr,Unknown
http://ridgewater.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ka.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,pl,Europe
http://niacc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ku.edu.kw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,kw,Unknown
http://sautech.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://nashcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://altinbas.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://gzmu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://urich.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://siva.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://howardcollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://umk.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,my,Asia
http://worwic.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ncstatecollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://sxccal.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ceec.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tw,Unknown
http://kingsgate.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,my,Asia
http://ceneval.edu.mx,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,mx,North America
http://granite.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ayubmed.edu.pk,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,pk,Unknown
http://ubp.edu.ar,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,ar,South America
http://arizonacollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://fspt.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://simpsonu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://compton.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://sseriga.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://cuk.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://esenyurt.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://sualaptop365.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,vn,Unknown
http://istinye.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tr,Unknown
http://salesianos.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://gptc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://zamorano.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ntcmn.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://witcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://uan.edu.mx,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,mx,North America
http://unipe.edu.ar,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,ar,South America
http://gzife.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://gzhtcm.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://bzu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://uwr.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,pl,Europe
http://lincolnuca.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://arkansasbaptist.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://hbcnc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://psau.edu.sa,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,sa,Asia
http://psr.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://dscc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://beyou.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,au,Oceania
http://cucn.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://gdei.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://experttraining.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,my,Asia
http://wsutech.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://betheluniversity.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://fdtc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ranken.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://zut.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://ncut.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tw,Unknown
http://colbycc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://udca.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,co,South America
http://hezeu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://randolph.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://vsu.edu.ph,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,ph,Unknown
http://loyolacollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://mstc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://sriramachandra.edu.in,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,in,Asia
http://ihu.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tr,Unknown
http://knu.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,tw,Unknown
http://lbs.edu.ng,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://suscc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://southlakecarroll.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://uconline.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://sanjosebaradero.edu.ar,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,ar,South America
http://puet.edu.ua,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,ua,Unknown
http://zzili.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://wiki.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,vn,Unknown
http://npc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://nemcc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://sals.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://htu.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,vn,Unknown
http://allencollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
https://nuu.edu.tw,Non-Compliant - No Consent Mechanism,No Granular Options Found,83,83,tw,Unknown
http://numl.edu.pk,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pk,Unknown
http://menzies.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,98,98,au,Oceania
http://bpc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,103,103,unknown,Unknown
http://unlam.edu.ar,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ar,South America
http://uleam.edu.ec,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ec,Unknown
http://uraccan.edu.ni,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ni,Unknown
http://rupp.edu.kh,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,kh,Unknown
http://thitotnghiepthpt.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,vn,Unknown
http://fei.edu.br,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,br,South America
http://sa.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://krok.edu.ua,Compliant,No Granular Options Found,118,120,ua,Unknown
https://tui.education,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,114,114,unknown,Unknown
http://neco.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://oxbridgeacademy.edu.za,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,za,Africa
http://upel.edu.ve,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ve,Unknown
https://ipog.edu.br,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,127,127,br,South America
http://cuea.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://neepu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://kl.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://fac.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://zjhu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://jazanu.edu.sa,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,sa,Asia
https://nap.edu.au,Compliant,No Granular Options Found,150,155,au,Oceania
http://bfit.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://cashl.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://bsu.edu.az,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,az,Unknown
http://bishop.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://floridacollege.edu,Compliant,No Granular Options Found,177,179,unknown,Unknown
http://uklo.edu.mk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,183,183,mk,Unknown
http://khc.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://clovis.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://karatekin.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://uagrantham.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://lenoircc.edu,Compliant,No Granular Options Found,202,203,unknown,Unknown
http://ambrose.edu,Compliant,No Granular Options Found,219,221,unknown,Unknown
http://www.edu.fi,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,fi,Unknown
https://aiam.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,207,207,unknown,Unknown
http://brookhavencollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://sctcc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown
http://haue.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,cn,Asia
http://staugustine.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://nlpi.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown
http://nukat.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pl,Europe
http://wau.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,215,215,unknown,Unknown
http://pts.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,221,221,unknown,Unknown
http://aim.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,219,219,unknown,Unknown
http://porterchester.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://educacionbogota.edu.co,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,co,South America
http://ifb.edu.br,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,br,South America
http://iraqiboard.edu.iq,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,iq,Unknown
http://hitwh.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://morrisbrown.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://nicoletcollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://augustatech.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
https://kent-school.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,254,254,unknown,Unknown
https://aultmancollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown
http://eastcentral.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,267,267,unknown,Unknown
http://ecjtu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
https://uic.edu.hk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,260,260,hk,Unknown
https://ifi.edu.vn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,260,260,vn,Unknown
http://ucp.edu.pk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,261,261,pk,Unknown
https://umo.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,262,262,unknown,Unknown
https://vfmac.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,266,266,unknown,Unknown
http://spuvvn.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,266,266,unknown,Unknown
http://nnmc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown
http://xnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia
http://kpjuc.edu.my,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,265,265,my,Asia
