Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After
http://kfs.edu.eg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://octech.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gcccks.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ibu.edu.ba,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://heut.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://lzy.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sxjt.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wsiz.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://catlin.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nespthreatenedspecies.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://carlalbert.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://kolejdmdi.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://oregoncoast.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ujd.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://jssvc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://beaufortccc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://msu.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://divinity.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uap.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://xmoc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://na.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://suez.edu.eg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nttc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://set.edu.br,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://schechter.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wtc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://upse.edu.ec,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://clarendoncollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://hallmark.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nacc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://haui.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucass.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://trinitycollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://chosaigon.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://jmi.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://zzcah.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://must.edu.mn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ntu.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://newenglandconservatory.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://atlm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://une.edu.pe,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cier.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sgu.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mutah.edu.jo,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tbmc.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://hnebp.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://paluniv.edu.ps,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://vestnik.edu.ru,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://angelina.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://vernoncollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://lasallesancristobal.edu.mx,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://yti.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sccc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://glite.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://dau.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cdcas.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://funai.edu.ng,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://united.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uch.edu.pe,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mcm.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://antiochsb.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mxschool.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://atc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://academiachinauy.edu.uy,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ust.edu.sd,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://swmu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://aiimsnagpur.edu.in,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://atbu.edu.ng,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://alpenacc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://stuy.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://edgecombe.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ncktc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://austinseminary.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://rappahannock.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://kuis.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://criswell.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ncmissouri.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://awf.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://stevenshenager.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ccert.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gust.edu.kw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tut.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pgdbadon.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sdu.edu.kz,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://humg.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://aabu.edu.jo,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://iiu.edu.my,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://xupt.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://policia.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://utb.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://akira.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gfcmsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mtmc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://osisat.edu.ng,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unyleya.edu.br,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nutc.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://clevelandcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://anokatech.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://puthisastra.edu.kh,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sochi.edu.ru,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gdrtvu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://antioquiatic.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://provocollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://luthercollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ktu.edu.in,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pgc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://iesa.edu.ve,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://everest.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nuft.edu.ua,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://huce.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://zjc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://habc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ceat.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://bdd-eor.edu.ru,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://upsem.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://baou.edu.in,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://msdelta.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tsc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nwcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sachem.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://laregents.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://hondros.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://templecollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://apostolic.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://coxcollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://baiyunu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cqvie.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://hnuc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nmcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nas.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://richmondcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pcj.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sittingbull.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://steu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://dallas.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uac.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://asu.edu.jo,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ppsuc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tricociuniversity.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://enah.edu.mx,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pzhu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://csumentor.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cigb.edu.cu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://epoka.edu.al,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fitnesseducation.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unicuritiba.edu.br,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://siirt.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ozal.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://laboure.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ydu.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://npaci.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://qu.edu.iq,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fayoum.edu.eg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://neoucom.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mccks.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://lzufe.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://antalya.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://duhocduc.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mitchellcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unicoc.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ifal.edu.br,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://hiast.edu.pk,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://shimer.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://rwjuh.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cesarritzcolleges.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://bchigh.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://stjohnscollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cgsc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://vspmdcrc.edu.in,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gntc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://hpu.edu.vn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://swiha.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://escuelaing.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://auhs.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ico.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nkuht.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wspc.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fjzs.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://itu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://dict.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://westernwyoming.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://issaonline.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tiu.edu.iq,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nigde.edu.tr,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pccua.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ueh.edu.ht,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://ntch.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://105.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,2,2
https://np.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,30,30
https://krmangalam.edu.in,Compliant,Granular Consent Evaluated,29,28
http://ostimteknik.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,76,76
https://dlu.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,45,45
https://kdu.edu.ua,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,42,42
https://statetechmo.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,47,48
https://veltech.edu.in,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,55,54
https://nobles.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,49,49
http://nbpt.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://autonoma.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,72,73
https://lumi.education,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,61,64
http://cupes.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://dangkytinchi.hub.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://westmoreland.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,93,93
https://msrit.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,88,88
http://sohag-univ.edu.eg,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://kcumb.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://nuwm.edu.ua,Non-Compliant - No Consent Mechanism,No Granular Options Found,87,87
http://muc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://immu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sanyau.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://yalova.edu.tr,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,86,86
https://holyapostles.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,92,92
https://humphreys.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,89,89
http://ugf.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://ynpsc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://neci.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,121,121
https://ttuhscep.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,96,96
https://drakestate.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,95,94
https://auaf.edu.af,Compliant,Granular Consent Evaluated,132,132
https://collaw.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,141,140
https://sccnc.edu,Compliant,Granular Consent Evaluated,151,153
https://anzsog.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,127,127
https://esapa.edu.ar,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,135,139
https://compass.education,Compliant,Granular Consent Evaluated,163,174
http://kisr.edu.kw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://wscc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://shfc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://gsut.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://dap.edu.ph,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,154,156
https://pbi.edu.pl,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,149,149
https://aun.edu.ng,Non-Compliant - No Consent Mechanism,No Granular Options Found,158,158
http://concordlawschool.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://garrettcollege.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://mildred-elley.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,169,169
https://kish.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,167,167
https://klamathcc.edu,Compliant,Granular Consent Evaluated,182,181
http://hbzy.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://barstow.edu,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,183,183
https://piedmontcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,158,158
http://fcsl.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ist.edu.pk,Non-Compliant - No Consent Mechanism,No Granular Options Found,163,163
https://lsco.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,175,175
https://warren.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,198,198
https://ifrj.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,167,167
https://biruni.edu.tr,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,170,170
https://cloud.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,168,168
https://hsbc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,173,173
https://imed.edu.br,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,199,201
https://hkdi.edu.hk,Non-Compliant - No Consent Mechanism,No Granular Options Found,188,188
http://lzmc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://zist.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ifbaiano.edu.br,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,195,195
http://jupas.edu.hk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://lbwcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,198,198
https://uokerbala.edu.iq,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,198,198
https://csic.edu.uy,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,195,195
https://plts.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,203,203
http://trcc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://pnpu.edu.ua,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,206,206
https://adcet.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,207,207
https://taftu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,210,210
http://gdmu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://crescendo.edu.my,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ifms.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,210,210
https://pikespeak.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,227,227
http://svc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://esra.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,224,224
https://isparta.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,220,220
https://cccb.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,219,219
http://jsahvc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://sirnak.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,220,220
https://dpu.edu.ua,Non-Compliant - No Consent Mechanism,No Granular Options Found,223,223
http://sxftc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://uir.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://delsu.edu.ng,Non-Compliant - No Consent Mechanism,No Granular Options Found,219,219
https://wosc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,221,221
https://davidsondavie.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,230,230
http://eosc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://neosho.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,240,240
https://nccarf.edu.au,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,230,230
http://hufsd.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://tuhaovietnam.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://um.edu.ar,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,242,242
http://mccn.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hvtc.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,243,243
http://sehir.edu.tr,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://mua.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,236,238
http://beu.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ivt.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,242,242
http://bbc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://jssuni.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://kazatu.edu.kz,Non-Compliant - No Consent Mechanism,No Granular Options Found,258,258
https://poetrylibrary.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,253,253
https://fdltcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,253,253
https://prattcc.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,263,263
https://unicesar.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,262,262
https://ankaramedipol.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,258,258
http://czc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://iestpliliagutierrez.edu.pe,Non-Compliant - No Consent Mechanism,No Granular Options Found,258,258
http://sztu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://osfg.edu.ba,Partially Compliant - Cookie Banner Present notworking accept/reject,Granular Consent Evaluated,266,266
https://iticollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,270,270
http://centenarycollege.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ifto.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,266,266
https://uprh.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,270,270
http://lsuhscshreveport.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
