Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After,Country Code,Continent,Website_clean
https://alfredstate.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,220,220,unknown,Unknown,alfredstate.edu
http://rosalindfranklin.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,rosalindfranklin.edu
http://emmanuel.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,emmanuel.edu
http://hactcm.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,hactcm.edu.cn
http://rossu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,233,233,unknown,Unknown,rossu.edu
http://moody.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,moody.edu
http://shoreline.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,shoreline.edu
http://lorainccc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,lorainccc.edu
http://gsau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,gsau.edu.cn
http://spalding.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,spalding.edu
http://uiu.edu,Compliant,Granular Consent Evaluated,235,252,unknown,Unknown,uiu.edu
http://austral.edu.ar,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,austral.edu.ar
http://beun.edu.tr,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tr,Unknown,beun.edu.tr
http://oauife.edu.ng,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,oauife.edu.ng
http://lzjtu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia,lzjtu.edu.cn
http://sulross.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,sulross.edu
http://belhaven.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,belhaven.edu
http://elgin.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,elgin.edu
http://pbrc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,pbrc.edu
http://aic.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,aic.edu
http://mu.edu.tr,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,tr,Unknown,mu.edu.tr
http://usmp.edu.pe,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pe,Unknown,usmp.edu.pe
http://syau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,syau.edu.cn
https://wvstateu.edu,Compliant,Granular Consent Evaluated,255,257,unknown,Unknown,wvstateu.edu
http://uop.edu.pk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,pk,Unknown,uop.edu.pk
http://ilc.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown,ilc.edu.tw
http://sust.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia,sust.edu.cn
http://utar.edu.my,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,my,Asia,utar.edu.my
http://ntcu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown,ntcu.edu.tw
http://uniclaretiana.edu.co,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,co,South America,uniclaretiana.edu.co
http://jxau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,jxau.edu.cn
http://tmcc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,tmcc.edu
http://francis.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,francis.edu
http://avila.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,avila.edu
http://mtwilson.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,263,263,unknown,Unknown,mtwilson.edu
http://lacitycollege.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,268,268,unknown,Unknown,lacitycollege.edu
https://ups.edu.ec,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,288,288,ec,Unknown,ups.edu.ec
http://hrbust.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,273,273,cn,Asia,hrbust.edu.cn
http://csuglobal.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,csuglobal.edu
http://logan.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,logan.edu
https://fvm.edu.br,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,290,290,br,South America,fvm.edu.br
http://laccd.edu,Compliant,Granular Consent Evaluated,285,287,unknown,Unknown,laccd.edu
http://acg.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,283,283,unknown,Unknown,acg.edu
http://mmu.edu.my,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,my,Asia,mmu.edu.my
http://stevens-tech.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,stevens-tech.edu
http://jlau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,jlau.edu.cn
https://polska.edu.pl,Compliant,No Granular Options Found,289,291,pl,Europe,polska.edu.pl
http://bakeru.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,bakeru.edu
http://zuel.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,zuel.edu.cn
http://ipm.edu.mo,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,mo,Unknown,ipm.edu.mo
http://jsu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,jsu.edu.cn
http://msj.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,msj.edu
http://hifa.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,hifa.edu.cn
http://xafa.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,xafa.edu.cn
https://21.edu.ar,Partially Compliant - Cookie Banner Present notworking accept/reject,No Granular Options Found,292,292,ar,South America,21.edu.ar
https://methodist.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,297,297,unknown,Unknown,methodist.edu
http://iitu.edu.kz,Non-Compliant - No Consent Mechanism,No Granular Options Found,301,301,kz,Unknown,iitu.edu.kz
http://epu.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,vn,Unknown,epu.edu.vn
http://sta.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,sta.edu.cn
http://grabowski.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pl,Europe,grabowski.edu.pl
http://gavilan.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,gavilan.edu
https://shawnee.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,308,308,unknown,Unknown,shawnee.edu
http://dlufl.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,306,306,cn,Asia,dlufl.edu.cn
http://hebeu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,hebeu.edu.cn
http://ehc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,ehc.edu
http://ucumberlands.edu,Compliant,Granular Consent Evaluated,317,319,unknown,Unknown,ucumberlands.edu
http://hilbert.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,hilbert.edu
http://sggw.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pl,Europe,sggw.edu.pl
http://eeagd.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,eeagd.edu.cn
http://tust.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia,tust.edu.cn
https://shorter.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,326,326,unknown,Unknown,shorter.edu
http://everettcc.edu,Compliant,Granular Consent Evaluated,331,330,unknown,Unknown,everettcc.edu
http://phc.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown,phc.edu.tw
https://cankaya.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,323,323,tr,Unknown,cankaya.edu.tr
http://tdea.edu.co,Non-Compliant - No Consent Mechanism,No Granular Options Found,327,327,co,South America,tdea.edu.co
http://cuchicago.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,cuchicago.edu
https://nichols.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,334,334,unknown,Unknown,nichols.edu
https://southtexascollege.edu,Compliant,Granular Consent Evaluated,338,350,unknown,Unknown,southtexascollege.edu
http://bda.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,bda.edu.cn
http://rts.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,356,356,unknown,Unknown,rts.edu
http://afit.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,afit.edu
http://leeuniversity.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,leeuniversity.edu
https://ohr.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,359,359,unknown,Unknown,ohr.edu
http://uthm.edu.my,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,352,352,my,Asia,uthm.edu.my
http://deltacollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,353,353,unknown,Unknown,deltacollege.edu
https://glion.edu,Compliant,Granular Consent Evaluated,375,374,unknown,Unknown,glion.edu
http://volstate.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,volstate.edu
https://iwp.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,357,357,unknown,Unknown,iwp.edu
http://evangel.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,evangel.edu
https://selu.edu,Compliant,Granular Consent Evaluated,362,364,unknown,Unknown,selu.edu
http://asia.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,asia.edu.tw
http://yuntech.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown,yuntech.edu.tw
https://sdau.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,365,365,cn,Asia,sdau.edu.cn
http://ntu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,ntu.edu.cn
http://swust.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,365,365,cn,Asia,swust.edu.cn
https://uepb.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,371,371,br,South America,uepb.edu.br
https://neumann.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,367,367,unknown,Unknown,neumann.edu
https://ucu.edu.ua,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,377,377,ua,Unknown,ucu.edu.ua
https://francais.edu.pl,Non-Compliant - No Consent Mechanism,No Granular Options Found,370,370,pl,Europe,francais.edu.pl
http://bvu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,bvu.edu
http://dillard.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,387,387,unknown,Unknown,dillard.edu
https://fvsu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,394,394,unknown,Unknown,fvsu.edu
https://balikesir.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,390,390,tr,Unknown,balikesir.edu.tr
http://ctu.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,vn,Unknown,ctu.edu.vn
http://cgu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown,cgu.edu.tw
http://sccollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0,unknown,Unknown,sccollege.edu
http://nuhs.edu,Compliant,Granular Consent Evaluated,412,417,unknown,Unknown,nuhs.edu
https://ciu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,407,407,unknown,Unknown,ciu.edu
https://unn.edu.ng,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,409,409,ng,Africa,unn.edu.ng
https://ios.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,430,430,pl,Europe,ios.edu.pl
https://pgcc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,416,416,unknown,Unknown,pgcc.edu
http://uncuyo.edu.ar,Non-Compliant - No Consent Mechanism,No Granular Options Found,418,418,ar,South America,uncuyo.edu.ar
http://utt.edu.tt,Non-Compliant - No Consent Mechanism,No Granular Options Found,419,419,tt,Unknown,utt.edu.tt
https://uts.edu.co,Non-Compliant - No Consent Mechanism,No Granular Options Found,416,416,co,South America,uts.edu.co
http://utadeo.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,425,425,co,South America,utadeo.edu.co
http://esap.edu.co,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,co,South America,esap.edu.co
https://swlaw.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,437,437,unknown,Unknown,swlaw.edu
http://alverno.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,alverno.edu
https://iun.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,442,442,unknown,Unknown,iun.edu
http://scuhs.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,scuhs.edu
http://ashoka.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,448,448,in,Asia,ashoka.edu.in
http://hacc.edu,Compliant,Granular Consent Evaluated,462,463,unknown,Unknown,hacc.edu
https://ucc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,456,456,unknown,Unknown,ucc.edu
https://nmhu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,450,450,unknown,Unknown,nmhu.edu
http://xust.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,xust.edu.cn
http://saintpeters.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,saintpeters.edu
http://okbu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,okbu.edu
http://pucgoias.edu.br,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,16,16,br,South America,pucgoias.edu.br
http://uasb.edu.ec,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ec,Unknown,uasb.edu.ec
http://lumei.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,lumei.edu.cn
http://tunasukm.edu.my,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,my,Asia,tunasukm.edu.my
http://ied.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,ied.edu
http://cb-silesia.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,pl,Europe,cb-silesia.edu.pl
http://richland.edu,Compliant,No Granular Options Found,24,29,unknown,Unknown,richland.edu
https://unimap.edu.my,Non-Compliant - No Consent Mechanism,No Granular Options Found,22,22,my,Asia,unimap.edu.my
http://enaea.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia,enaea.edu.cn
https://espanol.edu.pl,Non-Compliant - No Consent Mechanism,No Granular Options Found,25,25,pl,Europe,espanol.edu.pl
http://easternflorida.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,34,34,unknown,Unknown,easternflorida.edu
http://graceland.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,34,34,unknown,Unknown,graceland.edu
http://uner.edu.ar,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ar,South America,uner.edu.ar
https://zafu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,38,38,cn,Asia,zafu.edu.cn
http://ctcd.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,ctcd.edu
http://sfcm.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,sfcm.edu
http://mssu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,mssu.edu
https://bhsu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,100,100,unknown,Unknown,bhsu.edu
http://nau.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,94,94,cn,Asia,nau.edu.cn
http://cedarcrest.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,110,110,unknown,Unknown,cedarcrest.edu
http://claflin.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,claflin.edu
https://uplb.edu.ph,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,118,118,ph,Unknown,uplb.edu.ph
http://wmcarey.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,129,129,unknown,Unknown,wmcarey.edu
http://cord.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,cord.edu
https://urp.edu.pe,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,125,125,pe,Unknown,urp.edu.pe
http://unisq.edu.au,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,au,Oceania,unisq.edu.au
https://rcc.edu,Compliant,No Granular Options Found,145,156,unknown,Unknown,rcc.edu
http://udem.edu.mx,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,mx,North America,udem.edu.mx
https://lasalle.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,178,178,co,South America,lasalle.edu.co
https://ieu.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,183,183,tr,Unknown,ieu.edu.tr
http://gzarts.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,gzarts.edu.cn
https://aiu.edu,Compliant,Granular Consent Evaluated,188,198,unknown,Unknown,aiu.edu
http://collegeforcreativestudies.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,collegeforcreativestudies.edu
http://suno.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,suno.edu
http://cuhk.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia,cuhk.edu.cn
http://tulsacc.edu,Compliant,Granular Consent Evaluated,209,211,unknown,Unknown,tulsacc.edu
https://kae.edu.ee,Non-Compliant - No Consent Mechanism,No Granular Options Found,210,210,ee,Unknown,kae.edu.ee
http://lcu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,lcu.edu.cn
http://sdutcm.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,sdutcm.edu.cn
http://hfcc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,hfcc.edu
https://chemeketa.edu,Compliant,Granular Consent Evaluated,203,202,unknown,Unknown,chemeketa.edu
https://pupr.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,202,202,unknown,Unknown,pupr.edu
http://ug.edu.ec,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,ec,Unknown,ug.edu.ec
http://csuhayward.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,csuhayward.edu
https://puc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,218,218,unknown,Unknown,puc.edu
https://istu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,237,237,unknown,Unknown,istu.edu
https://ebs.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,225,225,unknown,Unknown,ebs.edu
http://cambridgecollege.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,233,233,unknown,Unknown,cambridgecollege.edu
http://tsbvi.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,246,246,unknown,Unknown,tsbvi.edu
http://lyon.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,lyon.edu
http://shzu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,shzu.edu.cn
http://abaiuniversity.edu.kz,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,kz,Unknown,abaiuniversity.edu.kz
https://motionentrance.edu.np,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,260,260,np,Unknown,motionentrance.edu.np
https://wilson.edu,Compliant,Granular Consent Evaluated,274,277,unknown,Unknown,wilson.edu
http://ucc.edu.gh,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,gh,Unknown,ucc.edu.gh
http://dgut.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,257,257,cn,Asia,dgut.edu.cn
http://bakersfieldcollege.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,268,268,unknown,Unknown,bakersfieldcollege.edu
http://jhun.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,jhun.edu.cn
http://ctgu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,ctgu.edu.cn
https://voorhees.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,263,263,unknown,Unknown,voorhees.edu
https://benchmarkschools.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,262,262,in,Asia,benchmarkschools.edu.in
http://cochise.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,262,262,unknown,Unknown,cochise.edu
https://wscal.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,277,277,unknown,Unknown,wscal.edu
http://jgu.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,in,Asia,jgu.edu.in
http://doane.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,doane.edu
http://ntua.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tw,Unknown,ntua.edu.tw
http://cranbrook.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,cranbrook.edu
http://ccac.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,ccac.edu
https://lacc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,283,283,unknown,Unknown,lacc.edu
http://shanghaitech.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,cn,Asia,shanghaitech.edu.cn
https://peachnet.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,281,281,unknown,Unknown,peachnet.edu
http://csust.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,csust.edu.cn
http://abtech.edu,Compliant,Granular Consent Evaluated,294,293,unknown,Unknown,abtech.edu
http://westminsteru.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,westminsteru.edu
http://ecok.edu,Compliant,Granular Consent Evaluated,324,322,unknown,Unknown,ecok.edu
https://uscga.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,319,319,unknown,Unknown,uscga.edu
https://dccc.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,328,328,unknown,Unknown,dccc.edu
http://sp.edu.sg,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,334,334,sg,Unknown,sp.edu.sg
http://beykent.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,tr,Unknown,beykent.edu.tr
https://epn.edu.ec,Non-Compliant - No Consent Mechanism,No Granular Options Found,332,332,ec,Unknown,epn.edu.ec
https://msutexas.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,330,330,unknown,Unknown,msutexas.edu
http://frontrange.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,unknown,Unknown,frontrange.edu
https://schev.edu,Compliant,No Granular Options Found,332,339,unknown,Unknown,schev.edu
http://ckgsb.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,ckgsb.edu.cn
http://vtc.edu.hk,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,hk,Unknown,vtc.edu.hk
http://ecsu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,342,342,unknown,Unknown,ecsu.edu
http://nd.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,357,357,au,Oceania,nd.edu.au
http://zufe.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,zufe.edu.cn
http://lamolina.edu.pe,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,pe,Unknown,lamolina.edu.pe
http://sxnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,sxnu.edu.cn
http://hfuu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,hfuu.edu.cn
http://wy.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,345,345,unknown,Unknown,wy.edu
https://occ.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,345,345,unknown,Unknown,occ.edu
http://mukuni.edu.zm,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,zm,Unknown,mukuni.edu.zm
https://harran.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,342,342,tr,Unknown,harran.edu.tr
http://bipt.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,bipt.edu.cn
https://northsouth.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,343,343,unknown,Unknown,northsouth.edu
https://clackamas.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,341,341,unknown,Unknown,clackamas.edu
http://syphu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,cn,Asia,syphu.edu.cn
http://nwtc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,nwtc.edu
https://ugc.edu.hk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,340,340,hk,Unknown,ugc.edu.hk
http://millsaps.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,unknown,Unknown,millsaps.edu
https://bie.edu,Compliant,Granular Consent Evaluated,348,349,unknown,Unknown,bie.edu
https://minotstateu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,352,352,unknown,Unknown,minotstateu.edu
http://tafeqld.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0,au,Oceania,tafeqld.edu.au
http://ump.edu.my,Error in Cookie Consent Evaluation,No Granular Options Found,0,0,my,Asia,ump.edu.my
